"ptp","page_index","viewing_time","test_part"
"sub_008",0,8217.19999999925,"instructions2"
"sub_008",1,6918.19999999925,"instructions2"
"sub_008",2,9856.89999999851,"instructions2"
"sub_008",3,5308.90000000224,"instructions2"
"sub_009",0,1376,"instructions1"
"sub_009",1,24063,"instructions1"
"sub_009",2,5131,"instructions1"
"sub_009",3,4495,"instructions1"
"sub_009",4,7354,"instructions1"
"sub_009",5,6987,"instructions1"
"sub_009",6,8170,"instructions1"
"sub_009",0,19966,"instructions2"
"sub_009",1,8820,"instructions2"
"sub_009",2,9696,"instructions2"
"sub_009",3,2871,"instructions2"
"sub_010",0,11640.1999999881,"instructions1"
"sub_010",1,23183.1000000238,"instructions1"
"sub_010",2,8864.09999996424,"instructions1"
"sub_010",3,7383.69999998808,"instructions1"
"sub_010",4,12848.1000000238,"instructions1"
"sub_010",5,14920,"instructions1"
"sub_010",6,7376,"instructions1"
"sub_010",0,19195.5,"instructions2"
"sub_010",1,20303.8000000119,"instructions2"
"sub_010",2,13623.7999999523,"instructions2"
"sub_010",3,6967.90000003576,"instructions2"
"sub_011",0,51666.7999999998,"instructions1"
"sub_011",1,16023.2000000002,"instructions1"
"sub_011",2,6391.60000000009,"instructions1"
"sub_011",3,2568.19999999972,"instructions1"
"sub_011",4,9127.60000000009,"instructions1"
"sub_011",5,150587.1,"instructions1"
"sub_011",6,6303.89999999991,"instructions1"
"sub_011",0,891.899999999907,"instructions1"
"sub_011",1,2551.70000000019,"instructions1"
"sub_011",2,552,"instructions1"
"sub_011",3,623.899999999907,"instructions1"
"sub_011",4,6623.79999999981,"instructions1"
"sub_011",5,1735.89999999991,"instructions1"
"sub_011",6,2055.90000000037,"instructions1"
"sub_011",0,6549.89999999991,"instructions2"
"sub_011",1,5575.40000000037,"instructions2"
"sub_011",2,13735.5999999996,"instructions2"
"sub_011",3,2895.90000000037,"instructions2"
"sub_012",0,5176.80000001192,"instructions1"
"sub_012",1,13957.9000000358,"instructions1"
"sub_012",2,8882,"instructions1"
"sub_012",3,5395,"instructions1"
"sub_012",4,8906.89999997616,"instructions1"
"sub_012",5,5390,"instructions1"
"sub_012",6,6724,"instructions1"
"sub_012",0,1655.80000001192,"instructions2"
"sub_012",1,7727.39999997616,"instructions2"
"sub_012",2,877,"instructions2"
"sub_012",3,1106,"instructions2"
"sub_013",0,7731.19999998808,"instructions1"
"sub_013",1,15559.6999999881,"instructions1"
"sub_013",2,6322.30000001192,"instructions1"
"sub_013",3,6295.5,"instructions1"
"sub_013",4,7425.09999996424,"instructions1"
"sub_013",5,8378.80000001192,"instructions1"
"sub_013",6,8283.60000002384,"instructions1"
"sub_013",0,13196.6000000238,"instructions2"
"sub_013",1,12694.8999999762,"instructions2"
"sub_013",2,15828.1999999881,"instructions2"
"sub_013",3,3267.10000002384,"instructions2"
"sub_014",0,9617.20000001788,"instructions1"
"sub_014",1,22393.8999999762,"instructions1"
"sub_014",2,7716.20000001788,"instructions1"
"sub_014",3,6063.90000000596,"instructions1"
"sub_014",4,6671.89999997616,"instructions1"
"sub_014",5,5411.90000000596,"instructions1"
"sub_014",6,49112.3000000119,"instructions1"
"sub_014",0,818518.799999982,"instructions2"
"sub_014",1,23835.8000000119,"instructions2"
"sub_014",2,13828.2999999821,"instructions2"
"sub_014",3,5343.5,"instructions2"
"sub_015",0,13998.5,"instructions1"
"sub_015",1,9884.90000003576,"instructions1"
"sub_015",2,5895,"instructions1"
"sub_015",3,3542.59999996424,"instructions1"
"sub_015",4,6558.69999998808,"instructions1"
"sub_015",5,7565.5,"instructions1"
"sub_015",6,9413.60000002384,"instructions1"
"sub_015",0,13007.6999999881,"instructions2"
"sub_015",1,11460.8000000119,"instructions2"
"sub_015",2,14988.3000000119,"instructions2"
"sub_015",3,7869.19999998808,"instructions2"
"sub_016",0,361125.1,"instructions1"
"sub_016",1,11521.1000000001,"instructions1"
"sub_016",2,9423,"instructions1"
"sub_016",3,6503.70000000019,"instructions1"
"sub_016",4,6800.19999999972,"instructions1"
"sub_016",5,4392,"instructions1"
"sub_016",6,2487.80000000028,"instructions1"
"sub_016",0,2717.09999999963,"instructions1"
"sub_016",1,13671.6000000001,"instructions1"
"sub_016",2,864.100000000093,"instructions1"
"sub_016",3,1376.10000000009,"instructions1"
"sub_016",4,1952,"instructions1"
"sub_016",5,1287.79999999981,"instructions1"
"sub_016",6,1024,"instructions1"
"sub_016",0,9406.5,"instructions2"
"sub_016",1,10047.8000000003,"instructions2"
"sub_016",2,2535.89999999991,"instructions2"
"sub_016",3,2816.10000000009,"instructions2"
"sub_017",0,10798.9000000954,"instructions1"
"sub_017",1,13942.5,"instructions1"
"sub_017",2,4653.19999992847,"instructions1"
"sub_017",3,3683.89999997616,"instructions1"
"sub_017",4,7102.30000007153,"instructions1"
"sub_017",5,4363.5,"instructions1"
"sub_017",6,4349.39999997616,"instructions1"
"sub_017",0,1201.60000002384,"instructions2"
"sub_017",1,17699.0999999046,"instructions2"
"sub_017",2,9495.20000004768,"instructions2"
"sub_017",3,970.100000023842,"instructions2"
"sub_018",0,21165.2999999523,"instructions1"
"sub_018",1,12303,"instructions1"
"sub_018",2,4521.20000004768,"instructions1"
"sub_018",3,18122.1999999881,"instructions1"
"sub_018",4,7011.89999997616,"instructions1"
"sub_018",5,5388.80000001192,"instructions1"
"sub_018",6,2783.69999998808,"instructions1"
"sub_018",0,46766.6999999881,"instructions2"
"sub_018",1,9656,"instructions2"
"sub_018",2,8801,"instructions2"
"sub_018",3,3793,"instructions2"
"sub_019",0,11277.3999999762,"instructions1"
"sub_019",1,14037.2000000477,"instructions1"
"sub_019",2,8623.39999997616,"instructions1"
"sub_019",3,8188.60000002384,"instructions1"
"sub_019",4,6218.10000002384,"instructions1"
"sub_019",5,8514.39999997616,"instructions1"
"sub_019",6,18823.1000000238,"instructions1"
"sub_019",0,13237.3000000715,"instructions2"
"sub_019",1,20308.5,"instructions2"
"sub_019",2,18702.6000000238,"instructions2"
"sub_019",3,7622.5,"instructions2"
"sub_020",0,2804.80000001192,"instructions1"
"sub_020",1,16261.6999999881,"instructions1"
"sub_020",2,2403,"instructions1"
"sub_020",3,2448.09999999404,"instructions1"
"sub_020",4,6925.80000001192,"instructions1"
"sub_020",5,2092.19999998808,"instructions1"
"sub_020",6,1737.80000001192,"instructions1"
"sub_020",0,568.5,"instructions2"
"sub_020",1,1404,"instructions2"
"sub_020",2,530.199999988079,"instructions2"
"sub_020",3,930.800000011921,"instructions2"
"sub_021",0,4066.79999999702,"instructions1"
"sub_021",1,24333.8000000007,"instructions1"
"sub_021",2,7613.40000000224,"instructions1"
"sub_021",3,12853.0999999978,"instructions1"
"sub_021",4,10458.8000000007,"instructions1"
"sub_021",5,12594,"instructions1"
"sub_021",6,20785.1999999993,"instructions1"
"sub_021",0,20167.700000003,"instructions2"
"sub_021",1,33437.299999997,"instructions2"
"sub_021",2,48400.6000000015,"instructions2"
"sub_021",3,20389,"instructions2"
"sub_022",0,3894.29999995232,"instructions1"
"sub_022",1,30489.1000000238,"instructions1"
"sub_022",2,16877.5,"instructions1"
"sub_022",3,8677.30000001192,"instructions1"
"sub_022",4,12430.5,"instructions1"
"sub_022",5,11454,"instructions1"
"sub_022",6,13042.5,"instructions1"
"sub_022",0,20567.3999999762,"instructions2"
"sub_022",1,28454.4000000358,"instructions2"
"sub_022",2,24414.0999999642,"instructions2"
"sub_022",3,3411.5,"instructions2"
"sub_023",0,10188.599999994,"instructions1"
"sub_023",1,15654.200000003,"instructions1"
"sub_023",2,6160.20000000298,"instructions1"
"sub_023",3,4961,"instructions1"
"sub_023",4,8072.89999999106,"instructions1"
"sub_023",5,5136.90000000596,"instructions1"
"sub_023",6,8273.09999999404,"instructions1"
"sub_023",0,11360.1000000089,"instructions2"
"sub_023",1,7849.89999999106,"instructions2"
"sub_023",2,3047.70000000298,"instructions2"
"sub_023",3,6856,"instructions2"
"sub_024",0,17469.9000000954,"instructions1"
"sub_024",1,11793.5999999046,"instructions1"
"sub_024",2,12900.5999999046,"instructions1"
"sub_024",3,2922.90000009537,"instructions1"
"sub_024",4,20526,"instructions1"
"sub_024",5,2625.80000019073,"instructions1"
"sub_024",6,2673.89999961853,"instructions1"
"sub_024",0,7018.7000002861,"instructions2"
"sub_024",1,23284.0999999046,"instructions2"
"sub_024",2,5371.80000019073,"instructions2"
"sub_024",3,8407.69999980927,"instructions2"
"sub_025",0,9703.80000000075,"instructions1"
"sub_025",1,34346.6999999993,"instructions1"
"sub_025",2,12099.9000000004,"instructions1"
"sub_025",3,13992.0999999996,"instructions1"
"sub_025",4,11652.0999999996,"instructions1"
"sub_025",5,14143.2000000011,"instructions1"
"sub_025",6,10351.1999999993,"instructions1"
"sub_025",0,23401.5999999996,"instructions2"
"sub_025",1,44117.8000000007,"instructions2"
"sub_025",2,17790,"instructions2"
"sub_025",3,29915,"instructions2"
"sub_026",0,10216.5,"instructions1"
"sub_026",1,106972.5,"instructions1"
"sub_026",2,23466.900000006,"instructions1"
"sub_026",3,2755.29999999702,"instructions1"
"sub_026",4,2477,"instructions1"
"sub_026",5,3603.39999999106,"instructions1"
"sub_026",6,24896.5,"instructions1"
"sub_026",0,1085.70000000298,"instructions1"
"sub_026",1,8988,"instructions1"
"sub_026",2,1194.29999999702,"instructions1"
"sub_026",3,943.20000000298,"instructions1"
"sub_026",4,1026.09999999404,"instructions1"
"sub_026",5,770.70000000298,"instructions1"
"sub_026",6,871.70000000298,"instructions1"
"sub_026",0,10032.700000003,"instructions2"
"sub_026",1,21242,"instructions2"
"sub_026",2,27277.3999999911,"instructions2"
"sub_026",3,10958.400000006,"instructions2"
"sub_027",0,9985.70000000112,"instructions1"
"sub_027",1,15633.4000000004,"instructions1"
"sub_027",2,7164.39999999851,"instructions1"
"sub_027",3,5267.80000000075,"instructions1"
"sub_027",4,6052.19999999925,"instructions1"
"sub_027",5,9932.5,"instructions1"
"sub_027",6,5449,"instructions1"
"sub_027",0,11553.5,"instructions2"
"sub_027",1,13784,"instructions2"
"sub_027",2,15569,"instructions2"
"sub_027",3,10150,"instructions2"
"sub_028",0,5272.09999999404,"instructions1"
"sub_028",1,12144.1999999881,"instructions1"
"sub_028",2,29478.2000000179,"instructions1"
"sub_028",3,6136.29999998212,"instructions1"
"sub_028",4,6681.90000000596,"instructions1"
"sub_028",5,13635.5,"instructions1"
"sub_028",6,15955.6999999881,"instructions1"
"sub_028",0,9177.40000000596,"instructions2"
"sub_028",1,18750.099999994,"instructions2"
"sub_028",2,9401.29999998212,"instructions2"
"sub_028",3,7199.20000001788,"instructions2"
"sub_029",0,124289.800000012,"instructions1"
"sub_029",1,16308.6999999881,"instructions1"
"sub_029",2,5255.80000001192,"instructions1"
"sub_029",3,17343,"instructions1"
"sub_029",4,3655.59999996424,"instructions1"
"sub_029",5,3331.80000001192,"instructions1"
"sub_029",6,6845.10000002384,"instructions1"
"sub_029",0,11774.2000000477,"instructions2"
"sub_029",1,8083.59999996424,"instructions2"
"sub_029",2,2480.40000003576,"instructions2"
"sub_029",3,1677.89999997616,"instructions2"
"sub_030",0,2927.80000000075,"instructions1"
"sub_030",1,8338.19999999925,"instructions1"
"sub_030",2,6163.5,"instructions1"
"sub_030",3,2076.19999999925,"instructions1"
"sub_030",4,2032.40000000224,"instructions1"
"sub_030",5,1981.39999999851,"instructions1"
"sub_030",6,3729.90000000224,"instructions1"
"sub_030",0,5142.90000000224,"instructions2"
"sub_030",1,8654.09999999776,"instructions2"
"sub_030",2,6555.80000000075,"instructions2"
"sub_030",3,2222.39999999851,"instructions2"
"sub_031",0,9421.90000009537,"instructions1"
"sub_031",1,46536,"instructions1"
"sub_031",2,9699.69999992847,"instructions1"
"sub_031",3,6720,"instructions1"
"sub_031",2,4176,"instructions1"
"sub_031",3,1456.10000002384,"instructions1"
"sub_031",4,10720,"instructions1"
"sub_031",5,10240.2999999523,"instructions1"
"sub_031",6,12875.6000000238,"instructions1"
"sub_031",0,1727,"instructions1"
"sub_031",1,6803.70000004768,"instructions1"
"sub_031",2,1948,"instructions1"
"sub_031",3,2619.79999995232,"instructions1"
"sub_031",4,2260.20000004768,"instructions1"
"sub_031",5,1771.89999997616,"instructions1"
"sub_031",6,1672.29999995232,"instructions1"
"sub_031",0,16764.7000000477,"instructions2"
"sub_031",1,25275.5,"instructions2"
"sub_031",2,15616,"instructions2"
"sub_031",3,21360,"instructions2"
"sub_032",0,10475.3000000715,"instructions1"
"sub_032",1,15071.8999999762,"instructions1"
"sub_032",2,7836.79999995232,"instructions1"
"sub_032",3,11606.4000000954,"instructions1"
"sub_032",4,8552.5,"instructions1"
"sub_032",5,8619.59999990463,"instructions1"
"sub_032",6,10460.3000000715,"instructions1"
"sub_032",0,20455.7000000477,"instructions2"
"sub_032",1,15956.2999999523,"instructions2"
"sub_032",2,15708.1000000238,"instructions2"
"sub_032",3,1722.80000007153,"instructions2"
"sub_033",0,18745.6000003815,"instructions1"
"sub_033",1,23119.8000001907,"instructions1"
"sub_033",2,8771.5999994278,"instructions1"
"sub_033",3,5203.70000076294,"instructions1"
"sub_033",4,10633.2999992371,"instructions1"
"sub_033",5,7673,"instructions1"
"sub_033",6,6519,"instructions1"
"sub_033",0,20267.8000001907,"instructions2"
"sub_033",1,12359.3000001907,"instructions2"
"sub_033",2,9561.69999980927,"instructions2"
"sub_033",3,17021.3000001907,"instructions2"
"sub_034",0,11419.5,"instructions1"
"sub_034",1,43299.099999994,"instructions1"
"sub_034",2,14272.900000006,"instructions1"
"sub_034",3,12005.599999994,"instructions1"
"sub_034",4,11544.700000003,"instructions1"
"sub_034",5,16568.1000000089,"instructions1"
"sub_034",6,25593.8999999911,"instructions1"
"sub_034",0,9065,"instructions2"
"sub_034",1,14781.599999994,"instructions2"
"sub_034",2,4731.10000000894,"instructions2"
"sub_034",3,2893.39999999106,"instructions2"
"sub_035",0,10758,"instructions1"
"sub_035",1,17871,"instructions1"
"sub_035",2,11231,"instructions1"
"sub_035",3,5466,"instructions1"
"sub_035",4,9747,"instructions1"
"sub_035",5,12544,"instructions1"
"sub_035",6,18685,"instructions1"
"sub_035",0,12874,"instructions2"
"sub_035",1,23484,"instructions2"
"sub_035",2,27718,"instructions2"
"sub_035",3,11016,"instructions2"
"sub_036",0,4669.79999995232,"instructions1"
"sub_036",1,8752,"instructions1"
"sub_036",2,5544.20000004768,"instructions1"
"sub_036",3,4159.79999995232,"instructions1"
"sub_036",4,6208.10000002384,"instructions1"
"sub_036",5,6056,"instructions1"
"sub_036",6,13727.8999999762,"instructions1"
"sub_036",0,12878.6000000238,"instructions2"
"sub_036",1,13919.8999999762,"instructions2"
"sub_036",2,1655.89999997616,"instructions2"
"sub_036",3,7432,"instructions2"
"sub_037",0,2128.89999999851,"instructions1"
"sub_037",1,14631.1000000015,"instructions1"
"sub_037",2,10429.299999997,"instructions1"
"sub_037",3,5992.60000000149,"instructions1"
"sub_037",4,8053,"instructions1"
"sub_037",5,14789.1000000015,"instructions1"
"sub_037",6,10768.700000003,"instructions1"
"sub_037",0,16722.200000003,"instructions2"
"sub_037",1,19832.1000000015,"instructions2"
"sub_037",2,23123.1000000015,"instructions2"
"sub_037",3,11298.099999994,"instructions2"
"sub_038",0,13570.900000006,"instructions1"
"sub_038",1,15418.599999994,"instructions1"
"sub_038",2,7062.10000002384,"instructions1"
"sub_038",3,2620.79999998212,"instructions1"
"sub_038",4,7654.90000000596,"instructions1"
"sub_038",5,22414.599999994,"instructions1"
"sub_038",6,9846,"instructions1"
"sub_038",0,7830.09999999404,"instructions2"
"sub_038",1,81103.5,"instructions2"
"sub_038",2,17919.7999999821,"instructions2"
"sub_038",3,12661.8000000119,"instructions2"
"sub_039",0,3041.70000004768,"instructions1"
"sub_039",1,5924,"instructions1"
"sub_039",2,3189.20000004768,"instructions1"
"sub_039",3,2528.79999995232,"instructions1"
"sub_039",4,2947.89999985695,"instructions1"
"sub_039",5,8413.20000004768,"instructions1"
"sub_039",6,3184.79999995232,"instructions1"
"sub_039",0,8125,"instructions2"
"sub_039",1,7467.59999990463,"instructions2"
"sub_039",2,5809.30000019073,"instructions2"
"sub_039",3,5070.29999995232,"instructions2"
"sub_040",0,4220.90000009537,"instructions1"
"sub_040",1,11754,"instructions1"
"sub_040",2,6188.90000009537,"instructions1"
"sub_040",3,3493.09999990463,"instructions1"
"sub_040",4,7671.09999990463,"instructions1"
"sub_040",5,6131.09999990463,"instructions1"
"sub_040",6,9202.60000038147,"instructions1"
"sub_040",0,7663.2999997139,"instructions2"
"sub_040",1,11518.1000003815,"instructions2"
"sub_040",2,8388.89999961853,"instructions2"
"sub_040",3,4069.80000019073,"instructions2"
"sub_041",0,2016,"instructions1"
"sub_041",1,16880.1000000001,"instructions1"
"sub_041",2,15095.2999999998,"instructions1"
"sub_041",3,7616,"instructions1"
"sub_041",4,7448,"instructions1"
"sub_041",5,14072.3000000003,"instructions1"
"sub_041",6,5167.89999999991,"instructions1"
"sub_041",0,11376.2000000002,"instructions2"
"sub_041",1,11942.3999999999,"instructions2"
"sub_041",2,19695.8000000003,"instructions2"
"sub_041",3,11160.2999999998,"instructions2"
"sub_042",0,29312.5,"instructions1"
"sub_042",1,23153,"instructions1"
"sub_042",2,9965.19999998808,"instructions1"
"sub_042",3,42020,"instructions1"
"sub_042",4,13499.8000000119,"instructions1"
"sub_042",5,25302,"instructions1"
"sub_042",6,3039.09999999404,"instructions1"
"sub_042",0,17432.900000006,"instructions2"
"sub_042",1,9807.90000000596,"instructions2"
"sub_042",2,4730.69999998808,"instructions2"
"sub_042",3,2264.40000000596,"instructions2"
"sub_043",0,22882.299999997,"instructions1"
"sub_043",1,67785.9000000022,"instructions1"
"sub_043",2,5347.09999999776,"instructions1"
"sub_043",3,4700.70000000298,"instructions1"
"sub_043",4,6947.39999999851,"instructions1"
"sub_043",5,7694.60000000149,"instructions1"
"sub_043",6,12306.1999999993,"instructions1"
"sub_043",0,2511.19999999925,"instructions1"
"sub_043",1,5300.5,"instructions1"
"sub_043",2,3756.60000000149,"instructions1"
"sub_043",3,2625.5,"instructions1"
"sub_043",4,7158.19999999925,"instructions1"
"sub_043",5,999.60000000149,"instructions1"
"sub_043",6,1242.09999999776,"instructions1"
"sub_043",0,16491.200000003,"instructions2"
"sub_043",1,8949.59999999776,"instructions2"
"sub_043",2,9542.40000000224,"instructions2"
"sub_043",3,7062,"instructions2"
"sub_044",0,1486.29999999702,"instructions1"
"sub_044",1,17967.6000000015,"instructions1"
"sub_044",2,4087.89999999851,"instructions1"
"sub_044",3,3631.79999999702,"instructions1"
"sub_044",4,4943.90000000596,"instructions1"
"sub_044",5,4319.89999999851,"instructions1"
"sub_044",6,6232.19999999553,"instructions1"
"sub_044",0,12026,"instructions2"
"sub_044",1,9391.10000000149,"instructions2"
"sub_044",2,6623.30000000447,"instructions2"
"sub_044",3,3065.5,"instructions2"
"sub_045",0,12318,"instructions1"
"sub_045",1,15034.8000000007,"instructions1"
"sub_045",2,6865.19999999925,"instructions1"
"sub_045",3,5025.10000000149,"instructions1"
"sub_045",4,6284.89999999851,"instructions1"
"sub_045",5,9129.90000000224,"instructions1"
"sub_045",6,9310.09999999776,"instructions1"
"sub_045",0,5987.80000000075,"instructions2"
"sub_045",1,10565.8000000007,"instructions2"
"sub_045",2,4620,"instructions2"
"sub_045",3,3695.19999999925,"instructions2"
"sub_046",0,4597.60000002384,"instructions1"
"sub_046",1,8033.29999995232,"instructions1"
"sub_046",2,8988.5,"instructions1"
"sub_046",3,5129.30000007153,"instructions1"
"sub_046",4,7991.39999997616,"instructions1"
"sub_046",5,5756.70000004768,"instructions1"
"sub_046",6,55556.1999999285,"instructions1"
"sub_046",0,2104.20000004768,"instructions1"
"sub_046",1,9595.89999997616,"instructions1"
"sub_046",2,5133.70000004768,"instructions1"
"sub_046",3,3073.69999992847,"instructions1"
"sub_046",4,5907.89999997616,"instructions1"
"sub_046",5,34738.3000000715,"instructions1"
"sub_046",6,6070.10000002384,"instructions1"
"sub_046",0,9694.30000007153,"instructions2"
"sub_046",1,87146.6999999285,"instructions2"
"sub_046",2,6898.90000009537,"instructions2"
"sub_046",3,1816.5,"instructions2"
"sub_047",0,14955.299999997,"instructions1"
"sub_047",1,9121.59999999404,"instructions1"
"sub_047",2,4091.70000000298,"instructions1"
"sub_047",3,2423.59999999404,"instructions1"
"sub_047",4,3577.5,"instructions1"
"sub_047",5,4630.10000000894,"instructions1"
"sub_047",6,2830.5,"instructions1"
"sub_047",0,1786.79999999702,"instructions2"
"sub_047",1,5159,"instructions2"
"sub_047",2,1910.20000000298,"instructions2"
"sub_047",3,2366.19999998808,"instructions2"
"sub_048",0,26019.7999999998,"instructions1"
"sub_048",1,18495.8000000007,"instructions1"
"sub_048",2,17179.6999999993,"instructions1"
"sub_048",3,5557.70000000019,"instructions1"
"sub_048",4,9326.79999999981,"instructions1"
"sub_048",5,6727.70000000019,"instructions1"
"sub_048",6,3622.79999999981,"instructions1"
"sub_048",0,6848.10000000056,"instructions2"
"sub_048",1,13264.5,"instructions2"
"sub_048",2,2182.5,"instructions2"
"sub_048",3,2598.79999999981,"instructions2"
"sub_049",0,15588.599999994,"instructions1"
"sub_049",1,14490.200000003,"instructions1"
"sub_049",2,7596.70000000298,"instructions1"
"sub_049",3,5237,"instructions1"
"sub_049",4,6854.20000000298,"instructions1"
"sub_049",5,9637.39999999106,"instructions1"
"sub_049",6,11661.400000006,"instructions1"
"sub_049",0,23094,"instructions2"
"sub_049",1,14073.700000003,"instructions2"
"sub_049",2,13517.700000003,"instructions2"
"sub_049",3,5764.29999999702,"instructions2"
"sub_050",0,2107.5,"instructions1"
"sub_050",1,18957.0999999978,"instructions1"
"sub_050",2,6859.90000000224,"instructions1"
"sub_050",3,4113,"instructions1"
"sub_050",4,5328,"instructions1"
"sub_050",5,7839,"instructions1"
"sub_050",6,9273,"instructions1"
"sub_050",0,10099.8999999985,"instructions2"
"sub_050",1,10822.1000000015,"instructions2"
"sub_050",2,11897,"instructions2"
"sub_050",3,3032.80000000075,"instructions2"
"sub_051",0,4935.20000000298,"instructions1"
"sub_051",1,10384.3999999985,"instructions1"
"sub_051",2,6095.5,"instructions1"
"sub_051",3,3480.10000000149,"instructions1"
"sub_051",4,6647.5,"instructions1"
"sub_051",5,7847.79999999702,"instructions1"
"sub_051",6,4872.70000000298,"instructions1"
"sub_051",0,4311.5,"instructions2"
"sub_051",1,15887.799999997,"instructions2"
"sub_051",2,7367.30000000447,"instructions2"
"sub_051",3,2120.79999999702,"instructions2"
"sub_052",0,7610.29999995232,"instructions1"
"sub_052",1,24679.2000000477,"instructions1"
"sub_052",2,15044.5999999046,"instructions1"
"sub_052",3,5594.30000019073,"instructions1"
"sub_052",4,11112.2999999523,"instructions1"
"sub_052",5,8068.5,"instructions1"
"sub_052",6,7990.89999985695,"instructions1"
"sub_052",0,3712.29999995232,"instructions2"
"sub_052",1,36296.8999998569,"instructions2"
"sub_052",2,29018.3000001907,"instructions2"
"sub_052",3,11449.3999998569,"instructions2"
"sub_052",0,1653.5,"instructions2"
